title,img,type,netflix_id,synopsis,rating,year,runtime,imdb_id,poster,top250,top250tv,title_date
Marriage Story,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABc3t5cxSiHqIjwYJ4BcuH2_7gSrG8Y_fczWBMIPgn-nCr0_o15GQ-BXvLOcpzTBr7m96YbJ8QsTK8pvpMKJYW-7bZZLeS1SDJXR51_iF9KLOQ1vwN6qz3XmWdXs.jpg?r=338,movie,80223779,Academy Award-nominated filmmaker Noah Baumbach directs this incisive and compassionate look at a marriage coming apart and a family staying together.,8,2019,8218,tt7653254,https://m.media-amazon.com/images/M/MV5BZGVmY2RjNDgtMTc3Yy00YmY0LTgwODItYzBjNWJhNTRlYjdkXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,0,0,6/12/19
Har Kisse Ke Hisse: Kaamyaab,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRchbk5-0toSZLuueP1WSHQRq5T-AToOaIdhEGx8qy1_FCbFG_5hDFiQoGsRrgU9ctFC5-6yocgTvfToWiuwviR5mQ.jpg?r=e56,movie,81259883,"After a career of thankless credits, a retired actor returns for a long-awaited leading role but finds he is utterly unprepared for new-age filmmaking.",8,2020,6293,tt7881550,https://m.media-amazon.com/images/M/MV5BYmRlZDRhZWMtZmFlMC00ODllLTk2ZDEtZjQ5ZGI3N2E0MmFjXkEyXkFqcGdeQXVyNTQ2OTY5NDM@._V1_SX300.jpg,0,0,2/5/20
The Gentlemen,https://occ-0-3750-185.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYih7XPUiSNKzPuyCwPkNDYDP8POGfjx15el2IEVHFIRBBLRj2AVwnwLYV46uDUhSQKE_ViNuLUiLrD17up7YaXl4Q.jpg?r=74d,movie,81178299,"Making moves to sell his valuable UK cannabis empire, an American kingpin sets off a series of plots, schemes and barefaced plays for his business.",8,2020,6792,tt8367814,https://m.media-amazon.com/images/M/MV5BMTlkMmVmYjktYTc2NC00ZGZjLWEyOWUtMjc2MDMwMjQwOTA5XkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_SX300.jpg,0,0,20/5/20
The Silence of Others,https://occ-0-2430-2433.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbgdW5vusM-u6WnMAljrQTQTexRGh-TkvETZ1_eYX-m54pU-Fndt3lw7eDPYM--2ZykUU2O--mYZIE2mp-sONAzdeg.jpg?r=078,movie,81086605,"Filmed over six years, this documentary captures the struggles of victims who suffered abuse under Gen. Francisco Franco‘s regime as they seek justice.",8,2019,5740,tt8099236,https://m.media-amazon.com/images/M/MV5BZWRhNWVmNWItMjRiOS00NDdiLWExNzgtMmE3Y2FiNzVkNGIyXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_SX300.jpg,0,0,2/7/20
Sin City,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbXEqHFdBakLxYLFNFT7zr-noF9WCPAwrlkfMr86vnyhILkFuvMnjg2jUeLmNpQ1BVaObsmeLh8bq3pSJYD25j9j7g.jpg?r=885,movie,81270772,A busy couple tries to give their love life a boost by taking an impromptu weekend trip only to find their relationship tested in unexpected ways.,8,2019,6079,tt0401792,https://m.media-amazon.com/images/M/MV5BODZmYjMwNzEtNzVhNC00ZTRmLTk2M2UtNzE1MTQ2ZDAxNjc2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,5/8/20
The Social Dilemma,https://occ-0-2430-2433.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUybphDaTOAFPJjDzl1U7gj4yveXnO0Bc5ZxaWE_FwkH9jDIgwRewZ91goDn5IAKEAzmbszvRdBCN_w6DsPIfg3HToAR78Eqal8ExMJYJqAOOgO_WBOjy7ElGhU.jpg?r=288,movie,81254224,"This documentary-drama hybrid explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations.",8,2020,5669,tt11464826,https://m.media-amazon.com/images/M/MV5BNDVhMGNhYjEtMDkwZi00NmQ5LWFkODktYzhiYjY2NTZmYTNhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,0,0,9/9/20
Son Of Adam,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeaDCAkhxnf7_cSgV4XXn1YmiYwKrs7yCZSEVZOO9Ad6Q26pY-O5KW5lkgsKtk3LrhvLehXlKxtN0LNjQSu0y1wxTw.jpg?r=b59,movie,81254872,"To escape conviction on criminal charges, a businessman agrees to aid a risky police mission, but his motives soon turn suspicious.",8,2018,6588,tt1945039,https://m.media-amazon.com/images/M/MV5BZmQxNjhlYmQtYzcxOS00NGQ3LThiNDAtMDA1YjI5MjU0ZGZiXkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_SX300.jpg,0,0,9/9/20
Three Words to Forever,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfcBswc8dLOy1i6RzZ1xtenDrTh2ue71LtmzGdtB1YIQK3NzwC4ZwfRVsRh5kK9LhvB25qHJOZnM59QnHuKmRjJTbQ.jpg?r=1be,movie,81341144,"As they near their 25th wedding anniversary, Rick and Cristy try to conceal their crumbling marriage while their family prepares for a big celebration.",8,2018,6400,tt9248252,https://m.media-amazon.com/images/M/MV5BZjU5ODg0MTktZDlmZi00NWQ0LTk5MGUtZGRhYmMzZWMzNDRhXkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg,0,0,19/11/20
My Hero Academia: Heroes Rising,https://occ-0-2636-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbMcVtL-UOlVLtKwi14r2sg9DZPgMsw1Tm6GO3OiNHgIgRM9ELhIPuEGDETemyJuxZVX1l2oMqwX_4aZXoSxuOOsmg.jpg?r=0a7,movie,81398907,"While putting their hero skills to use on the peaceful island of Nabu, the Class 1-A kids face a sudden attack from a formidable villain known as Nine.",8,2019,6236,tt11107074,https://m.media-amazon.com/images/M/MV5BMWJhOTM5YTktYjFhMS00ZjhiLWIzNjMtMjU2YmNlYmMzYTMwXkEyXkFqcGdeQXVyODEyMDIxNDY@._V1_SX300.jpg,0,0,24/12/20
Caisa,https://occ-0-3017-3466.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcjmkk8rfucVddVfTaxkjmBOHXdj8C2TryDGw0dRTsL_5DroORDJmk6Al96hAisU-mEQ6uFYce02jhPlJgf30F2eVQ.jpg?r=1b8,movie,81149227,"Rejected by a former pupil he molded into a champion, a veteran boxing coach finds a promising newcomer in this documentary.",8,2018,5098,tt9805820,https://m.media-amazon.com/images/M/MV5BOGU1NDFhNTgtMmQyYS00YjQzLWJjMTMtOGIyYTFlYTU2NjIxXkEyXkFqcGdeQXVyMTgwMTk0NA@@._V1_SX300.jpg,0,0,24/1/21
Geez & Ann,https://occ-0-4039-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfr8di8rJfIjD5vdjhz-AwfO5l-7BqXpEIetsIaQKwGgCqBn4MAMNNhVpN9tErhxbVdaT_ga3qdRdbaJFzJTk7nO9Ca4xfOETZJgQEoCA1fGa0XyNE2tzric1BM.jpg?r=bd7,movie,81361117,"After falling for Geez, a heartthrob at school, Ann must confront family opposition, heartache and deception as their romance struggles.",8,2021,6341,tt3429402,,0,0,26/2/21
Our Ladies,https://occ-0-4495-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQVJ3YD_CKCRG2zrAJ-Zgvfg5qCOC9DJ_0dgDriQztKeKimIVBVfMtVB7SPjD5fRhYSNzxafIzEN7Ic1IHiLBoMqRg.jpg?r=cef,movie,81258543,"In 1990s Scotland, a group of Catholic school girls seizes an opportunity for daring pursuits when they travel to Edinburgh for a singing competition.",8,2019,6345,tt9489598,https://m.media-amazon.com/images/M/MV5BMTgyMDE2NzctNjQyMi00OWU5LTgxZTctZjY5ZjZjMjQ5ZjI3XkEyXkFqcGdeQXVyMTEzMjE1MjAy._V1_SX300.jpg,0,0,1/6/21
STAND BY ME Doraemon 2,https://occ-0-993-988.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYtNjbaIv8L5pjNub0ZpcgTloM6_xtbaU0LfBgwfy9sn4L3otXzt5Icsa2bWlJPgzzXwKSMP9NHiVa_JeY1XSTE3_Q.jpg?r=8fd,movie,81451264,"Nobita travels to the future to show his beloved grandma his bride, but adult Nobita has fled his own wedding. Can he ever be a good husband to Shizuka?",8,2020,5731,tt13428402,https://m.media-amazon.com/images/M/MV5BMzQ2MzJmZGMtZjhmNS00MGUyLWJjOGMtYzVmMTg4OTA2YzZkXkEyXkFqcGdeQXVyMTEwMjgyMzIz._V1_SX300.jpg,0,0,1/10/21
Stop Filming Us,https://occ-0-4039-1500.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeriG2aDGiKvHzkpSm70QbeXFcU5lCQDOZULEH_vLE0u0yMm5eg8kg5PaXFc8h2hxnD_bgetmL_8EIaSq0a-ZcUPmVc4CsoUOw.jpg?r=8e4,movie,81461030,A Dutch filmmaker engages young Congolese artists as they reckon with the ongoing disparity between biased Western reporting and their true culture.,8,2021,5679,tt11871306,https://m.media-amazon.com/images/M/MV5BOGQ3OTBjNmUtMDdmZS00YThjLWE4OWQtMmM0NTEzYTQ3N2YwXkEyXkFqcGdeQXVyNzczMzU5OTU@._V1_SX300.jpg,0,0,7/5/22
CODA,https://occ-0-4565-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABW28CMLhFD1hN7zbHz40jAcruow-Eg1Qnmt9Ut5ng47ojyGLMZ3e9VpNiru2AoNTTljDNYtW2SJw_wt2aDAzfsrFpjDUmb1W5w.jpg?r=fe8,movie,81423558,"As a child of Deaf adults, a young woman feels torn between pursuing her passion for music and helping her family‚Äôs struggling fishing business.",8,2021,6431,tt10366460,https://m.media-amazon.com/images/M/MV5BYzkyNzNiMDItMGU1Yy00NmEyLWE4N2ItMjkzMDZmMmVhNDU4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,0,0,10/6/22
Flee,https://occ-0-1223-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYY_VRJiAB8GpcudKROyQxfjR8VM5BI8KqVAP32f4JZ8aMMgLsugTPuloUlgexBBqAgdWAni2F3_lV5NfPOUZ3bI7rs-jChWEg.jpg?r=407,movie,81423424,"A man opens up about his experience as a refugee, forced to leave Afghanistan as a child and keep a dangerous secret to start a new life in Denmark.",8,2021,5338,tt8430054,https://m.media-amazon.com/images/M/MV5BMTBmYzU0NWQtMmE3NC00MTEyLWJlMDktOGIzYTlmZjJlNDZhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg,0,0,17/6/22
Dune,https://occ-0-988-3187.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaEbDnF5DuIrck30p3_Jz1sTBws2UjaLSxXaKyop9p_ya6BLBhAZ0lrphz5RLrvY3crh34TBCRCCrabdqW58zrJ6KNoaqOk4Kw.jpg?r=7e1,movie,81199139,"To secure his people‘s future, a young man travels to a dangerous, resource-rich planet ‚Äî¬†where malevolent forces push him towards a foreboding destiny.",8,2021,9323,tt1160419,https://m.media-amazon.com/images/M/MV5BN2FjNmEyNWMtYzM0ZS00NjIyLTg5YzYtYThlMGVjNzE1OGViXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,0,0,22/6/22
The Final Quarter,https://occ-0-2348-2567.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWN7PzT_F1ft56b6Oa_d93sT_z8ozWDE1OxQZHLWD3i8qw0D3AJqrAzWeS6eKFoiskg7DyzPyZxCh-oD-2LGvii9tWba4nelFA.jpg?r=a88,movie,81610962,Australian documentary filmmaker Ian Darling reexamines the divisive incidents which marked the final years of footballer Adam Goodes' career.,8,2019,4497,tt7694570,https://m.media-amazon.com/images/M/MV5BYmFhNDQyZGYtN2VmOS00NjQ0LTg1NDYtZTRmYzExYzdhYzRlXkEyXkFqcGdeQXVyMTU4MzkyNTk@._V1_SX300.jpg,0,0,30/6/22
Live is Life,https://occ-0-3498-2567.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeR9ST5Ge0z5Qf8idDpvEfLum7399UkIAwRYmZHvnbrde4OJzftuZ8VXanhNWt4PHL0ZGGqnWxGJo3x5cIdIG-eD2u2CzXf4BGkOmrk6c7fSrYx1d0JY0t4j3_p27lo48Ao.jpg?r=bf3,movie,81266614,"Facing the impending realities of adulthood, five friends unite for a final adventure: hunting down a magical flower that makes wishes come true.",8,2022,6608,tt12923028,https://m.media-amazon.com/images/M/MV5BZmNiYjA5YjEtMWY2MS00MzE4LTk4OGQtYmM3YWY0OTU5Y2VhXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,0,0,18/7/22
A Cut Above,https://occ-0-1000-2567.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSDxwVMMG8ArBKpwrKEvc6mH5qjRDy0g-z0p0EfxiBJzrb-eAROoAOvwppkwoTkdFy2jQTc3CFm7ZSLbl8vFKdezYPrCbCJAtkxwu7anxLKTz8keM8zt9nyjts_tdX_Tt6Q.jpg?r=fd5,movie,81437105,"With his mom‘s salon on the brink of bankruptcy, a dedicated son rolls up his sleeves to help and discovers himself as the coolest barber on the block.",8,2022,5474,tt0774093,0,0,0,28/7/22
Aloevera,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQk5WhZQoljoE2csxlhDUuvCWf2nhBhDL9PIYz2Vh1XW6VYbztdL0yGU-M7FrvWO95Lbhv69Bk2KBpN1vj8ZKmHiNnDOVck0uA.jpg?r=a90,movie,81620051,"In a town divided into two opposing groups, a man and woman from opposite sides fall for each other. But can love transcend the line that separates them?",8,2020,6415,tt12027832,https://m.media-amazon.com/images/M/MV5BOTUwNWUwN2YtNTBkZS00ODFkLTk2NDUtZDQ4YzhjODg4MjI2XkEyXkFqcGdeQXVyMTA0MTg0Mzgw._V1_SX300.jpg,0,0,9/9/22
Facing Nolan,https://occ-0-37-116.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYyE3K8Tw8CA4h789YJBtCZtnZoCeTklx6feNPghXBui4AG08Je47mtdDc8RdcBiEhx-sZx87wRjSglOEfsUFaV7rCZDuRqn0g.jpg?r=61a,movie,81615834,"This documentary examines the life, family and ups and downs of the Baseball Hall of Fame pitcher Nolan Ryan‘s legendary 27-year-long career.",8,2022,6107,tt17511190,https://m.media-amazon.com/images/M/MV5BYzQzZTRiNjYtNjY1MC00ZTk5LWFkZTEtNTc2M2MyZjg4ZDViXkEyXkFqcGdeQXVyMTUzOTY0MzUy._V1_SX300.jpg,0,0,21/9/22
Poochandi,https://occ-0-4745-64.1.nflxso.net/dnm/api/v6/oQyw8Fv9eE41UPapt7zHvdUdzrE/AAAABQxNudDC8g0g9PW0NR8oO7F6O9Pg3cXWXvhMBmFDbWqNItk7uOKnTsUAmbC_s_A95W_MTUaTULjLAsLzAnkPUbNWhaSmcEvSEw.jpg?r=c66,movie,81640341,A journalist hunting for paranormal stories in Malaysia gets pulled into one himself when he interviews a man about a chilling encounter with a spirit.,8,2022,7012,tt8176124,https://m.media-amazon.com/images/M/MV5BNzkwZmNjMTItMGIyOC00YmU4LWExMmUtYjZhMmYyMzk5OGFkXkEyXkFqcGdeQXVyMTUzMDA3Mjc2._V1_SX300.jpg,0,0,11/11/22
Glass Onion: A Knives Out Mystery,https://occ-0-3271-2567.1.nflxso.net/dnm/api/v6/WNk1mr9x_Cd_2itp6pUM7-lXMJg/AAAABUwfK10hqhTJZZd8rjwXkWL-_Jm72u1Lxu_ATlKFyqX5YPdYTan2K8oL_sGswd3FvyG636psuTlX3Yhw32s002l_jvitg0wCDkqy5LQ5uuYNCrVTVxCT2t4-wM0fr8_WVLw.jpg?r=f49,movie,81458416,World-famous detective Benoit Blanc heads to Greece to peel back the layers of a mystery surrounding a tech billionaire and his eclectic crew of friends.,8,2022,8462,tt11564570,https://m.media-amazon.com/images/M/MV5BYmZlZDZkZjYtNzE5Mi00ODFhLTk2OTgtZWVmODBiZTI4NGFiXkEyXkFqcGdeQXVyMTE5MTg5NDIw._V1_SX300.jpg,0,0,23/12/22
Ghodwa,https://occ-0-56-55.1.nflxso.net/dnm/api/v6/WNk1mr9x_Cd_2itp6pUM7-lXMJg/AAAABdVDx7mQL0MrqdJviP6v_PZqbUm0PlVy_uMa2TdaerWqtnxjIhZ97l7vvNnTrJHJcBWHLQ-icq9xIn3GFq_c8moAgIRr0invsw.jpg?r=0ca,movie,81623713,"As his health worsens and his turbulent past comes back to haunt him, a Tunisian man finds himself reconnecting with his estranged teenage son.",8,2021,6066,tt14190894,https://m.media-amazon.com/images/M/MV5BNmEwNzZmZjEtZDczYS00NzFmLWJkMTktNmYxY2UxNGUwZGM0XkEyXkFqcGdeQXVyMTA0MTg1MjIz._V1_SX300.jpg,0,0,19/1/23
Ricky Gervais: Humanity,http://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYLNhtcSWT1cCCKc-acdoUf8NMBJ5bR-UzWwSeSCgPD9BI5f4D7_4NkjcrrUfc54SRBfjcDnSSAKO1MRBNfO1o_bBw50_NukGM-nPLHPVYll6x6vNEs7qTzt7so.jpg?r=987,movie,80189653,"In his first special in seven years, Ricky Gervais slings his trademark snark at celebrity, mortality and a society that takes everything personally.",7.9,2018,4720,tt7830574,https://images-na.ssl-images-amazon.com/images/M/MV5BYTk3MDU5MGEtNzg3ZS00YzE4LTg1YmUtZjBmNjFlMzRiZmUyXkEyXkFqcGdeQXVyMTk2ODU0OTM@._V1_SX300.jpg,0,0,13/3/18
Todo lo que ser√≠a Lucas Lauriente,http://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABViiuW7lcROoyo4aycmH7LO63LCLbvOS3K_zEoociS4Kl6hVrbY4NrwvGqVKGIpn8vb11JnBBp2CMbrOAgt934eD1whdo6Hkhz-9u1xbRIVey5RvZtIrvU5Ep24.jpg?r=143,movie,80191990,"In his stand-up set, Argentine comic Lucas Lauriente animatedly rattles off reflections on different generations and begs kids to stop saying 'goals.'",7.9,2018,4680,tt7607452,,0,0,6/4/18
John Mulaney: Kid Gorgeous at Radio City,http://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUqIhUzfla2ad6__Z2DfLGYYlkjCDM7703a8T6wGFHfD3JT0sXk_uple-csVCaAWJhNFt4xvXgqZYeOWJBpIpV7bQumvVaw7J5UI35upAcey-Pe66guH4Wh7Wrc.jpg?r=194,movie,80238110,"John Mulaney relays stories from his childhood and ‚ÄúSNL,‚Äù eviscerates the value of college and laments getting older in this electric comedy special.",7.9,2018,3891,tt8271714,,0,0,1/5/18
Awe,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWDfrKovyiAVZxA6-maDWmZNXbLlTz3Zq-rZTjiznB-eu4aoAN9SWlivwIDCzGqSJaEIs79u6wt9hQVk7Ihbe6US4w.jpg?r=33b,movie,81052266,"Disparate characters, including an aspiring time traveler, a phony chef, a drug-addicted waitress and several others, share a surprising connection.",7.9,2018,6630,tt7797658,https://images-na.ssl-images-amazon.com/images/M/MV5BNWJiNDQzNzItYTlmNS00Y2I0LWJlNTktNDA0OGM5NjgwYWU3XkEyXkFqcGdeQXVyODQ0MjI0NzA@._V1_SX300.jpg,0,0,15/2/19
Sur Sapata,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABct_tv_ylE3Z5qbOQLZODQOIf6UW_iICLjkV0_U1KwHvvH92Tq_59oZoDP-DIHY_HC5wrNfz1NqIhf-04bXNQkJiTA.jpg?r=e0f,movie,81093342,A group of small-town students goes for glory by competing in a statewide kabaddi tournament 25 years after their school‘s championship victory.,7.9,2019,8407,tt5338082,https://images-na.ssl-images-amazon.com/images/M/MV5BNWQxYTkzY2QtMTYzZC00MGM4LWJhMTMtM2Q4OWM0YjIwODMyXkEyXkFqcGdeQXVyMzc0ODYyNzk@._V1_SX300.jpg,0,0,30/4/19
Badla,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXBN1xO5idE9dQJvPFSlx8IeRDluapO0eukIIMZ2rph1KoUPrkeDq0PVc8DxDFlcQjHtoY0OePVKCI6MYLRtpl9LYQ.jpg?r=946,movie,81112446,"When a woman is accused of killing her lover, a renowned lawyer is hired -- but the more they try to  untangle the truth, the more convoluted it becomes.",7.9,2019,7044,tt8130968,https://m.media-amazon.com/images/M/MV5BYjZiMzIzYTctNDViZi00OWNmLWFmN2YtMmI2OWJiZWViMmY3XkEyXkFqcGdeQXVyNTYwMzA0MTM@._V1_SX300.jpg,0,0,7/8/19
Mayday Life,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQEYn1hYNr6uDLWWBoJAyQ6-IDEnKeCpTKYuuXz6iwYrLHCO177eql5aNa-72ZMLkmgkU2BYhW2PZZd_oKH49vUCBw.jpg?r=3a2,movie,81147910,Mayday‘s Life Tour concert unfolds as five fading superheroes are summoned to save the world from an extraterrestrial enemy that detests sound.,7.9,2019,7200,tt10346206,https://m.media-amazon.com/images/M/MV5BNWVjNGY1ODQtYjRkNS00NWFjLWFjMzktMGZkZGFiM2Q5ZGFlXkEyXkFqcGdeQXVyNjcyODA1MjU@._V1_SX300.jpg,0,0,23/8/19
Salam - The First ****** Nobel Laureate,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABU7Si9xQnjOtl9vbd0Ko1hHSC4lcC9egIBdowpzpaFsNxm2KgZBNK3lPxc2VXdIYaAb-LT7KtXpjHYCQtPhi39S4MA.jpg?r=27c,movie,81191195,"Shunned by his country due to religion, Abdus Salam strives for an achievement that would define modern physics and redefine his place back home.",7.9,2018,4553,tt7904606,https://m.media-amazon.com/images/M/MV5BYzE1NjA2NzMtZmI5OS00NTdhLWI3YjItZWIyZGU4ZWEzZmI2XkEyXkFqcGdeQXVyMjU3ODA1OQ@@._V1_SX300.jpg,0,0,2/10/19
Dragon Ball Super: Broly,https://occ-0-1091-300.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeMo169Awqjcef4dMUx_jB44dodCOqSoU1yyPSJDPsMgW1qO0Acdt6Bl0ELsQE1bTb5p46x2JEf9M0F_PI6IUJlGjg.jpg?r=809,movie,81100765,"A powerful young Saiyan and his father were exiled by the king long ago. Now freed, he wants his revenge on the king‘s son: Vegeta.",7.9,2018,6010,tt7961060,https://m.media-amazon.com/images/M/MV5BMTg0YzM2NzMtOGM1OC00MzlkLWI1NDEtYTI2MGZkZGJlYWQ0XkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_SX300.jpg,0,0,13/11/19
The Irishman,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABebXub2bi247otQst_hOZO3nGA_tmisdBih1FgmhhDXizhqyNhSJKmcCkW9EjZSuLw9-4b-yvc89Lf2zK2Zh4Ab4d3dciKVOOTfjYUFoNy96k7C63bzHlETPUaM.jpg?r=08c,movie,80175798,Hit man Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family in this acclaimed film from Martin Scorsese.,7.9,2019,12566,tt1302006,https://m.media-amazon.com/images/M/MV5BMGUyM2ZiZmUtMWY0OC00NTQ4LThkOGUtNjY2NjkzMDJiMWMwXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_SX300.jpg,0,0,27/11/19
Charlie‘s Angels,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTJOcNFhkK0IOQbzGjddtJkC9B2PjkevNgFjdPJNEve0vN3jWx4M1uh8Tc2hxojYVvcSrXtO902blDAxNAz0uvonH6_5P8VbAhyVRb_CJxqzAdA5M-IeKXiw49tsRDIwe5rMrpElFDBGpuj9Q_f1s_yB8g.jpg?r=6cf,movie,80200573,"When Charles Townsend‘s agency expands abroad, two established Angels team with a new recruit to fend off enemies from securing a revolutionary device.",7.9,2019,7108,tt5082014,https://m.media-amazon.com/images/M/MV5BMmZhMzVlNzEtMjQ3ZS00ZGJlLTk4N2YtMDIyNDNmZThhMGVmXkEyXkFqcGdeQXVyMzIyNDI4NjU@._V1_SX300.jpg,0,0,18/6/20
Knives Out,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWRuL5TsayH9UnTVoytSG-3kyu5-hTGHbMWJIv82ucPJVovQvsiB2RqhI7kz7lVOffQQCL7h2Flqv6cUrBhyRE5Jcg.jpg?r=133,movie,81037684,"A detective unravels the tangled web of secrets and lies surrounding the death of a successful crime novelist and his unsettling, eccentric family.",7.9,2019,7813,tt8946378,https://m.media-amazon.com/images/M/MV5BMGUwZjliMTAtNzAxZi00MWNiLWE2NzgtZGUxMGQxZjhhNDRiXkEyXkFqcGdeQXVyNjU1NzU3MzE@._V1_SX300.jpg,0,0,2/8/20
Rompis,https://occ-0-3466-3467.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABa736z2b8tWl1rxGKjO1wA5ADrwOrJu0chUAf8Z2THqL5hdP4xz-oXjOU4L5xW5M-g9v37TkSXVFoA7KnwIBCM_YYQ.jpg?r=11d,movie,81335912,"After a student starts his college education abroad, a new friendship creates distance between him and his concerned girlfriend back home.",7.9,2018,5956,tt8798274,https://m.media-amazon.com/images/M/MV5BZDE4ZjQ1MTEtYTQ0Ny00Y2YxLTlmYzktYWY0ZGQyOGM4ZDFiXkEyXkFqcGdeQXVyNzEzNjU1NDg@._V1_SX300.jpg,0,0,29/11/20
Bluebell,https://occ-0-2340-64.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABd89G98KXWwem3XpheP6htfGIVerdMmC2VnTzHeMiGQZG7LEjJipIKWLElDSeQEhJX1I5VzQnUAODwUqpKaq_aM8bg.jpg?r=5b3,movie,81380024,"A surfer with big aspirations rides a fresh wave of romance, but the truth about her new acquaintance sends her heart tumbling toward the shore.",7.9,2018,4964,tt0324697,,0,0,7/1/21
